locality	higherGeographyId	eventId	gearType	eventDateStart	eventDateStop	timeStartUtc3	timeEndUtc3	eventTime	eventDate	duration	collector1	collector2	collector3	collector4	collector1Orcid	collector2Orcid	collector3Orcid	collector4Orcid	latStartDecMin	longStartDecMin	latStopDecMin	longStopDecMin	minimumDepthInMeters	maximumDepthInMeters	maximumElevationInMeters	sampleIdsStart	sampleIdsStop	eventRemarks	latStart	longStart	parentEventID	samplingProtocol
Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS_34	NIS	2024-02-16T00:00:00Z					2024-02-16		Axelle Brusselman				https://orcid.org/0009-0002-6669-2911				64°20,343	62°56,551						1228	1258	Several series of IDs!! Also: 1205-1208			https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ROV_10	ROV	2024-02-16T00:00:00Z		1899-12-31T14:00:00Z	1899-12-31T15:00:00Z	14:00-03:00/15:00-03:00	2024-02-16	0.04166666666666663	Lea Katz	Henri Robert	Ben Wallis		https://orcid.org/0000-0001-5748-602X				64°20,241	62°57,458				35		1198	1204				https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.
Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ITD_1	ITD	2024-02-16T00:00:00Z					2024-02-16		Camille Moreau	Lucas Terrana	Manon Bayat		https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0001-5767-3220										1468	1468				https://www.wikidata.org/wiki/Q137398578	Intertidal | https://doi.org/10.5281/zenodo.11653690 | Intertidal is listed among the gear deployed during the TANGO 2 expedition (Table 3: List of gear deployed during the TANGO 2 expedition).
Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DRM_3	DRM	2024-02-16T00:00:00Z		1899-12-31T17:00:00Z	1899-12-31T18:30:00Z	17:00-03:00/18:30-03:00	2024-02-16	0.0625	Bruno Danis				https://orcid.org/0000-0002-9037-7623				64°20,343	62°56,551					60			Flight time: 86', Surface covered: 17 Ha (REDO of DRM_2) => DATALOST			https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_35	NIS	2024-02-17T00:00:00Z		1899-12-31T14:09:00Z	1899-12-31T14:14:00Z	14:09-03:00/14:14-03:00	2024-02-17	0.00347222222222221	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1475	1480		65.136085	63.953481	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_36	NIS	2024-02-17T00:00:00Z		1899-12-31T14:16:00Z	1899-12-31T14:21:00Z	14:16-03:00/14:21-03:00	2024-02-17	0.00347222222222221	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1481	1486		65.138235	63.950106	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_37	NIS	2024-02-17T00:00:00Z		1899-12-31T14:22:00Z	1899-12-31T14:24:00Z	14:22-03:00/14:24-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1487	1492		65.142591	63.95075	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_38	NIS	2024-02-17T00:00:00Z		1899-12-31T14:25:00Z	1899-12-31T14:27:00Z	14:25-03:00/14:27-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1493	1498		65.144788	63.955728	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_39	NIS	2024-02-17T00:00:00Z		1899-12-31T14:30:00Z	1899-12-31T14:32:00Z	14:30-03:00/14:32-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1499	1504		65.148077	65.96231	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_40	NIS	2024-02-17T00:00:00Z		1899-12-31T14:37:00Z	1899-12-31T14:39:00Z	14:37-03:00/14:39-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1505	1510		65.145773	63.971766	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_41	NIS	2024-02-17T00:00:00Z		1899-12-31T14:44:00Z	1899-12-31T14:46:00Z	14:44-03:00/14:46-03:00	2024-02-17	0.001388888888888995	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1511	1516				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_42	NIS	2024-02-17T00:00:00Z		1899-12-31T14:56:00Z	1899-12-31T14:58:00Z	14:56-03:00/14:58-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1517	1522				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_43	NIS	2024-02-17T00:00:00Z		1899-12-31T15:00:00Z	1899-12-31T15:02:00Z	15:00-03:00/15:02-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1523	1528				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_44	NIS	2024-02-17T00:00:00Z		1899-12-31T15:08:00Z	1899-12-31T15:10:00Z	15:08-03:00/15:10-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1529	1534				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_45	NIS	2024-02-17T00:00:00Z		1899-12-31T15:15:00Z	1899-12-31T15:15:00Z	15:15-03:00/15:15-03:00	2024-02-17	0	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1535	1540				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_46	NIS	2024-02-17T00:00:00Z		1899-12-31T15:21:00Z	1899-12-31T15:23:00Z	15:21-03:00/15:23-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1541	1546				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_47	NIS	2024-02-17T00:00:00Z		1899-12-31T15:27:00Z	1899-12-31T15:29:00Z	15:27-03:00/15:29-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1547	1552				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS_48	NIS	2024-02-17T00:00:00Z		1899-12-31T15:33:00Z	1899-12-31T15:35:00Z	15:33-03:00/15:35-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman	Manon Bayat	Anthony Voisin	Adam Coerper	https://orcid.org/0009-0002-6669-2911		https://orcid.org/0000-0003-3696-4445							0		1553	1558				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV_14	DIV	2024-02-17T00:00:00Z		1899-12-31T17:03:00Z	1899-12-31T17:40:00Z	17:03-03:00/17:40-03:00	2024-02-17	0.025694444444444464	Camille Moreau	Lucas Terrana			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0001-5767-3220			65°06,079	64°04951				20							https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	ST_2	ST	2024-02-17T00:00:00Z	2024-02-21T00:00:00Z	1899-12-31T18:09:00Z	1899-12-31T14:20:00Z		2024-02-17T18:09-03:00/2024-02-21T14:20-03:00	92.18333333329065	Axelle Brusselman	Adam Coerper			https://orcid.org/0009-0002-6669-2911				65°6,445	64°4,483						3166	3175		65.103909	64.084684	https://www.wikidata.org/wiki/Q137398578	Sediment Traps | https://doi.org/10.5281/zenodo.11653690 | Sediment Traps are listed among the gear deployed during the TANGO 2 expedition (Table 3: List of gear deployed during the TANGO 2 expedition).
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	AT_3	AT	2024-02-17T00:00:00Z	2024-02-19T00:00:00Z	1899-12-31T17:45:00Z	1899-12-31T16:00:00Z		2024-02-17T17:45-03:00/2024-02-19T16:00-03:00	46.249999999883585	Henri Robert	Adam Coerper							65°06,24	64°51,54											https://www.wikidata.org/wiki/Q137398578	Amphipod Trap | https://doi.org/10.5281/zenodo.11653690 | Baited “amphipod trap” (AT) are used to capture scavenging communities present in the selected areas. The “homemade” type of trap used during the expedition are composed of a coarse plastic mesh for protection of a 500µ fine mesh rolled around two rings of PVC pipes to produce a cylinder of 15x40 cm. Both end of the trap are equipped with a funnel with a 2 cm opening directed inward to prevent organisms to escape after penetrating the trap. The bait used consists of mackerel tied inside the trap. Traps are deployed in pairs, secured together with a metal frame. A 5kg ballast weight is used to anchor the traps on ground level. The system holds to a rope equipped with a sailing buoy floating at the surface for easy spotting and recovery of the trap. The device is deployed for a minimum of 24 hours and maximum 48 hours. Longer deployment may allow scavengers to completely consume the bait, roam around and eventually escape from the trap. Shorter deployment time may not provide enough time for detection of the bait by the scavenger. At each sampling station, AT were deployed at two different locations bringing the deployment total to 6 AT for the TANGO2 expedition.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	ROV_11	ROV	2024-02-17T00:00:00Z		1899-12-31T17:00:00Z	1899-12-31T17:30:00Z	17:00-03:00/17:30-03:00	2024-02-17	0.02083333333333326	Lea Katz	Henri Robert			https://orcid.org/0000-0001-5748-602X				65°06,079	64°04951											https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	RD_7	RD	2024-02-18T00:00:00Z		1899-12-31T08:20:00Z	1899-12-31T08:40:00Z	08:20-03:00/08:40-03:00	2024-02-18	0.013888888888888895	Henri Robert								65°06,227	64°05,02	65°06,234	64°04,865	18	23		1591	1606				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV_15	DIV	2024-02-18T00:00:00Z		1899-12-31T09:13:00Z	1899-12-31T10:00:00Z	09:13-03:00/10:00-03:00	2024-02-18	0.032638888888888884	Lea Katz	Lucas Terrana	Alice Reade		https://orcid.org/0000-0001-5748-602X	https://orcid.org/0000-0001-5767-3220			65°06,2195	64°05,089				15		1606	1676		65.106638	64.075528	https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	DIV_16	DIV	2024-02-18T00:00:00Z		1899-12-31T09:18:00Z	1899-12-31T09:55:00Z	09:18-03:00/09:55-03:00	2024-02-18	0.02569444444444441	Camille Moreau	Martin Dogniez			https://orcid.org/0000-0002-0981-7442	https://orcid.org/0000-0002-9708-1761								20		1690	2000		65.062195	64.05089	https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	ROV_12	ROV	2024-02-18T00:00:00Z		1899-12-31T16:00:00Z	1899-12-31T17:00:00Z	16:00-03:00/17:00-03:00	2024-02-18	0.04166666666666674	Lea Katz	Henri Robert			https://orcid.org/0000-0001-5748-602X				65°06,079	64°04951						1676	1686				https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS_49	NIS	2024-02-18T00:00:00Z		1899-12-31T14:30:00Z	1899-12-31T14:35:00Z	14:30-03:00/14:35-03:00	2024-02-18	0.00347222222222221	Axelle Brusselman	Alice Reade			https://orcid.org/0009-0002-6669-2911											2001	2006		65.10596	64.120036	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS_50	NIS	2024-02-18T00:00:00Z		1899-12-31T15:00:00Z	1899-12-31T15:05:00Z	15:00-03:00/15:05-03:00	2024-02-18	0.00347222222222221	Axelle Brusselman	Alice Reade			https://orcid.org/0009-0002-6669-2911											2007	2012		65.106447	64.115325	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS_51	NIS	2024-02-18T00:00:00Z		1899-12-31T15:07:00Z	1899-12-31T15:12:00Z	15:07-03:00/15:12-03:00	2024-02-18	0.00347222222222221	Axelle Brusselman	Alice Reade			https://orcid.org/0009-0002-6669-2911											2013	2018		65.10616	64.108621	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS_52	NIS	2024-02-18T00:00:00Z		1899-12-31T15:15:00Z	1899-12-31T15:20:00Z	15:15-03:00/15:20-03:00	2024-02-18	0.00347222222222221	Axelle Brusselman	Alice Reade			https://orcid.org/0009-0002-6669-2911											2019	2024		65.106247	64.104144	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS_53	NIS	2024-02-18T00:00:00Z		1899-12-31T15:23:00Z	1899-12-31T15:28:00Z	15:23-03:00/15:28-03:00	2024-02-18	0.00347222222222221	Axelle Brusselman	Alice Reade			https://orcid.org/0009-0002-6669-2911											2025	2030		65.106026	64.097845	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS_54	NIS	2024-02-18T00:00:00Z		1899-12-31T15:30:00Z	1899-12-31T15:35:00Z	15:30-03:00/15:35-03:00	2024-02-18	0.00347222222222221	Axelle Brusselman	Alice Reade			https://orcid.org/0009-0002-6669-2911											2031	2036		65.105689	64.091125	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
Hovgaard Islands	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109398	NIS_55	NIS	2024-02-18T00:00:00Z		1899-12-31T15:37:00Z	1899-12-31T15:42:00Z	15:37-03:00/15:42-03:00	2024-02-18	0.00347222222222221	Axelle Brusselman	Alice Reade			https://orcid.org/0009-0002-6669-2911											2037	2042		65.104217	64.087837	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.
